,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
359,TXN_5726998,cake,3.0,3.0,9.0,credit card,unknown,2023-08-12
360,TXN_4134594,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-09-27
361,TXN_5079340,cookie,4.0,1.0,4.0,cash,in-store,2023-08-18
362,TXN_8276635,unknown,4.0,4.0,16.0,digital wallet,takeaway,2023-12-16
363,TXN_1380601,tea,4.0,1.5,6.0,digital wallet,in-store,2023-03-11
364,TXN_3959152,juice,1.0,3.0,3.0,unknown,in-store,2023-05-21
365,TXN_7776739,tea,2.0,1.5,3.0,unknown,takeaway,2023-02-23
366,TXN_7569615,unknown,2.0,3.0,6.0,cash,takeaway,2023-06-07
367,TXN_8703771,cake,5.0,3.0,15.0,unknown,in-store,2023-05-12
368,TXN_2052395,smoothie,3.0,4.0,12.0,credit card,in-store,2023-07-06
369,TXN_9421441,unknown,2.0,4.0,8.0,cash,unknown,2023-06-20
370,TXN_9065402,unknown,1.0,5.0,5.0,cash,takeaway,2023-12-22
371,TXN_3638955,cookie,2.0,1.0,2.0,cash,takeaway,2023-09-02
372,TXN_2635532,unknown,4.0,4.0,16.0,cash,takeaway,2023-01-14
373,TXN_8256593,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-08-09
374,TXN_9271457,cake,3.0,3.0,9.0,digital wallet,in-store,2023-02-27
375,TXN_5392603,coffee,1.0,2.0,2.0,cash,in-store,2023-05-14
376,TXN_6319728,coffee,2.0,2.0,4.0,credit card,in-store,2023-07-18
377,TXN_9263299,cookie,2.0,1.0,2.0,credit card,takeaway,2023-10-08
378,TXN_2301505,cake,5.0,3.0,15.0,digital wallet,unknown,2023-03-21
379,TXN_5895177,cake,5.0,3.0,15.0,unknown,unknown,2023-08-16
381,TXN_8147357,tea,5.0,1.5,7.5,unknown,takeaway,2023-04-20
382,TXN_1436343,cookie,1.0,1.0,1.0,credit card,in-store,2023-11-26
383,TXN_2214698,salad,4.0,5.0,20.0,credit card,unknown,2023-10-10
384,TXN_7480234,salad,1.0,5.0,5.0,cash,takeaway,2023-05-10
385,TXN_3283097,unknown,5.0,2.0,10.0,cash,takeaway,2023-02-28
386,TXN_2633602,unknown,2.0,3.0,6.0,digital wallet,in-store,2023-02-02
387,TXN_3093219,juice,5.0,3.0,15.0,cash,unknown,2023-01-28
388,TXN_3515730,unknown,1.0,1.0,1.0,credit card,unknown,2023-08-14
390,TXN_4010658,tea,5.0,1.5,7.5,unknown,unknown,2023-09-26
391,TXN_1454467,juice,3.0,3.0,9.0,cash,in-store,2023-03-15
392,TXN_2598728,cake,2.0,3.0,6.0,credit card,unknown,2023-01-13
393,TXN_3390285,tea,2.0,1.5,3.0,unknown,takeaway,2023-02-06
394,TXN_8224079,cookie,5.0,1.0,5.0,cash,in-store,2023-10-16
395,TXN_1916339,cake,1.0,3.0,3.0,cash,in-store,2023-07-15
396,TXN_8611035,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-05-28
397,TXN_3595735,tea,4.0,1.5,6.0,digital wallet,takeaway,2023-03-26
398,TXN_4884822,cookie,1.0,1.0,1.0,credit card,unknown,2023-04-23
399,TXN_3668051,cake,1.0,3.0,3.0,unknown,unknown,2023-11-17
400,TXN_6169633,salad,4.0,5.0,20.0,credit card,takeaway,2023-12-20
401,TXN_3884811,coffee,4.0,2.0,8.0,credit card,unknown,2023-06-10
402,TXN_7050740,unknown,1.0,3.0,3.0,cash,takeaway,2023-07-12
403,TXN_1234097,cookie,4.0,1.0,4.0,cash,unknown,2023-12-04
404,TXN_4518102,tea,5.0,1.5,7.5,credit card,in-store,2023-02-08
405,TXN_5939055,coffee,3.0,2.0,6.0,unknown,takeaway,2023-10-21
406,TXN_7809183,unknown,4.0,1.0,4.0,digital wallet,takeaway,2023-09-08
407,TXN_6071202,unknown,1.0,1.0,1.0,cash,in-store,2023-06-07
408,TXN_8158496,tea,4.0,1.5,6.0,cash,unknown,2023-06-19
409,TXN_2726848,cake,5.0,3.0,15.0,credit card,unknown,2023-09-11
410,TXN_3666858,cake,4.0,3.0,12.0,credit card,in-store,2023-12-27
411,TXN_5499915,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-02-01
412,TXN_4660753,juice,1.0,3.0,3.0,credit card,takeaway,2023-10-04
413,TXN_8089522,sandwich,4.0,4.0,16.0,cash,takeaway,2023-02-12
414,TXN_1564754,salad,3.0,5.0,15.0,digital wallet,in-store,2023-03-14
415,TXN_1824506,cake,1.0,3.0,3.0,cash,in-store,2023-03-02
417,TXN_3677592,sandwich,2.0,4.0,8.0,cash,unknown,2023-05-29
418,TXN_1002457,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-09-29
419,TXN_8056263,smoothie,5.0,4.0,20.0,unknown,in-store,2023-04-20
420,TXN_4732351,sandwich,1.0,4.0,4.0,digital wallet,in-store,2023-04-22
421,TXN_8049191,cake,3.0,3.0,9.0,credit card,unknown,2023-07-31
422,TXN_4980036,cake,2.0,3.0,6.0,cash,takeaway,2023-01-05
423,TXN_3022839,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-08-25
424,TXN_7701070,coffee,5.0,2.0,10.0,credit card,takeaway,2023-07-28
425,TXN_8048037,sandwich,2.0,4.0,8.0,digital wallet,takeaway,2023-03-31
427,TXN_4444463,cake,4.0,3.0,12.0,unknown,unknown,2023-05-16
428,TXN_1887522,sandwich,4.0,4.0,16.0,cash,in-store,2023-02-20
429,TXN_6908953,tea,1.0,1.5,1.5,unknown,in-store,2023-12-08
430,TXN_4759769,sandwich,1.0,4.0,4.0,unknown,in-store,2023-08-03
431,TXN_2254479,tea,2.0,1.5,3.0,unknown,takeaway,2023-08-03
432,TXN_7555408,salad,2.0,5.0,10.0,unknown,in-store,2023-06-06
433,TXN_6857943,cake,5.0,3.0,15.0,unknown,takeaway,2023-01-08
435,TXN_9552845,sandwich,3.0,4.0,12.0,cash,unknown,2023-02-18
436,TXN_6769465,juice,5.0,3.0,15.0,digital wallet,in-store,2023-06-13
437,TXN_7438831,coffee,5.0,2.0,10.0,unknown,unknown,2023-12-24
438,TXN_3871837,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-12-15
439,TXN_3656762,sandwich,2.0,4.0,8.0,unknown,takeaway,2023-07-31
440,TXN_4980282,cake,1.0,3.0,3.0,digital wallet,in-store,2023-10-22
441,TXN_3580786,tea,1.0,1.5,1.5,unknown,in-store,2023-03-28
442,TXN_4355728,unknown,4.0,3.0,12.0,credit card,unknown,2023-03-06
443,TXN_2508476,smoothie,5.0,4.0,20.0,cash,unknown,2023-04-14
444,TXN_1325631,cake,4.0,3.0,12.0,credit card,in-store,2023-02-11
445,TXN_8209125,cookie,3.0,1.0,3.0,credit card,takeaway,2023-01-30
446,TXN_1751164,salad,2.0,5.0,10.0,cash,unknown,2023-09-11
447,TXN_3730415,cake,4.0,3.0,12.0,credit card,takeaway,2023-04-09
448,TXN_4134253,tea,4.0,1.5,6.0,cash,in-store,2023-10-07
449,TXN_3256497,coffee,2.0,2.0,4.0,cash,unknown,2023-08-20
450,TXN_8763180,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-04-16
451,TXN_3219175,sandwich,5.0,4.0,20.0,unknown,unknown,2023-02-23
452,TXN_6234872,smoothie,1.0,4.0,4.0,unknown,unknown,2023-12-23
453,TXN_7919440,tea,4.0,1.5,6.0,cash,unknown,2023-08-19
454,TXN_7558641,coffee,1.0,2.0,2.0,digital wallet,in-store,2023-12-22
455,TXN_9940220,juice,2.0,3.0,6.0,unknown,takeaway,2023-03-05
457,TXN_2130483,tea,4.0,1.5,6.0,cash,unknown,2023-11-25
458,TXN_1972584,sandwich,5.0,4.0,20.0,digital wallet,unknown,2023-07-10
459,TXN_3150792,coffee,5.0,2.0,10.0,cash,unknown,2023-07-02
460,TXN_2980008,cake,3.0,3.0,9.0,digital wallet,unknown,2023-11-17
461,TXN_5511805,juice,1.0,3.0,3.0,unknown,takeaway,2023-06-03
462,TXN_7292548,cookie,4.0,1.0,4.0,digital wallet,unknown,2023-03-24
463,TXN_2169664,smoothie,1.0,4.0,4.0,cash,unknown,2023-07-23
464,TXN_3234877,coffee,4.0,2.0,8.0,cash,takeaway,2023-07-29
465,TXN_6368719,cake,4.0,3.0,12.0,credit card,takeaway,2023-01-03
466,TXN_8852585,sandwich,4.0,4.0,16.0,credit card,takeaway,2023-01-05
467,TXN_9201010,salad,1.0,5.0,5.0,credit card,takeaway,2023-03-15
469,TXN_2873990,sandwich,2.0,4.0,8.0,unknown,unknown,2023-03-12
470,TXN_3088796,sandwich,4.0,4.0,16.0,credit card,unknown,2023-08-16
471,TXN_3414935,coffee,4.0,2.0,8.0,unknown,in-store,2023-08-03
472,TXN_3607652,salad,4.0,5.0,20.0,digital wallet,in-store,2023-06-05
473,TXN_8502094,juice,5.0,3.0,15.0,credit card,in-store,2023-03-21
474,TXN_9068244,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-10-19
475,TXN_2696664,cookie,5.0,1.0,5.0,unknown,in-store,2023-01-07
476,TXN_7661609,unknown,1.0,3.0,3.0,unknown,in-store,2023-11-29
477,TXN_7633490,cookie,1.0,1.0,1.0,cash,takeaway,2023-10-27
478,TXN_9292230,tea,4.0,1.5,6.0,credit card,in-store,2023-07-14
479,TXN_1664665,unknown,3.0,3.0,9.0,credit card,in-store,2023-05-21
480,TXN_5081978,cake,1.0,3.0,3.0,unknown,in-store,2023-10-19
481,TXN_7314409,smoothie,5.0,4.0,20.0,credit card,unknown,2023-08-06
482,TXN_4573576,unknown,2.0,3.0,6.0,cash,in-store,2023-07-05
483,TXN_5645919,coffee,3.0,2.0,6.0,credit card,unknown,2023-01-17
484,TXN_8006668,tea,4.0,1.5,6.0,credit card,in-store,2023-12-22
485,TXN_8818168,juice,4.0,3.0,12.0,digital wallet,unknown,2023-07-20
486,TXN_4369043,juice,2.0,3.0,6.0,cash,unknown,2023-03-25
487,TXN_3560062,cookie,1.0,1.0,1.0,cash,in-store,2023-03-20
488,TXN_4769307,tea,5.0,1.5,7.5,digital wallet,unknown,2023-12-24
489,TXN_7270652,sandwich,1.0,4.0,4.0,unknown,takeaway,2023-05-14
490,TXN_4991815,cake,5.0,3.0,15.0,cash,unknown,2023-11-06
491,TXN_6360132,sandwich,4.0,4.0,16.0,cash,takeaway,2023-09-16
492,TXN_8199829,cake,2.0,3.0,6.0,credit card,unknown,2023-07-29
493,TXN_9166449,unknown,4.0,1.0,4.0,unknown,takeaway,2023-07-31
494,TXN_7864939,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-08-19
495,TXN_2640701,salad,3.0,5.0,15.0,unknown,takeaway,2023-05-07
496,TXN_3740963,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-01-22
497,TXN_8101633,sandwich,2.0,4.0,8.0,unknown,in-store,2023-08-10
498,TXN_6063966,juice,2.0,3.0,6.0,digital wallet,takeaway,2023-10-24
499,TXN_3779640,tea,1.0,1.5,1.5,digital wallet,in-store,2023-05-16
500,TXN_8278833,cake,3.0,3.0,9.0,unknown,unknown,2023-02-26
501,TXN_8778598,sandwich,3.0,4.0,12.0,cash,unknown,2023-09-02
502,TXN_7550103,cake,5.0,3.0,15.0,unknown,takeaway,2023-01-19
503,TXN_3664656,cookie,5.0,1.0,5.0,unknown,takeaway,2023-08-13
504,TXN_7296560,juice,2.0,3.0,6.0,unknown,unknown,2023-10-20
505,TXN_8136881,salad,3.0,5.0,15.0,cash,in-store,2023-08-28
506,TXN_3981449,smoothie,2.0,4.0,8.0,cash,in-store,2023-06-21
507,TXN_5427506,cake,3.0,3.0,9.0,cash,takeaway,2023-09-15
508,TXN_2641386,sandwich,3.0,4.0,12.0,unknown,takeaway,2023-03-25
510,TXN_4033802,tea,3.0,1.5,4.5,cash,takeaway,2023-03-02
511,TXN_7752124,unknown,3.0,4.0,12.0,credit card,unknown,2023-12-09
514,TXN_8259257,tea,2.0,1.5,3.0,unknown,in-store,2023-12-13
515,TXN_4183823,sandwich,4.0,4.0,16.0,credit card,unknown,2023-03-28
516,TXN_2239041,unknown,4.0,1.5,6.0,unknown,in-store,2023-10-24
517,TXN_4696439,cookie,1.0,1.0,1.0,cash,in-store,2023-05-27
518,TXN_8826983,smoothie,5.0,4.0,20.0,cash,in-store,2023-01-14
519,TXN_8267034,juice,2.0,3.0,6.0,unknown,takeaway,2023-06-20
520,TXN_1959334,coffee,3.0,2.0,6.0,unknown,unknown,2023-06-29
521,TXN_6842808,tea,2.0,1.5,3.0,unknown,unknown,2023-10-22
522,TXN_2947822,cake,4.0,3.0,12.0,digital wallet,in-store,2023-10-27
523,TXN_5531712,unknown,2.0,1.5,3.0,cash,unknown,2023-01-09
524,TXN_2148838,sandwich,2.0,4.0,8.0,credit card,unknown,2023-08-05
525,TXN_1330506,cookie,3.0,1.0,3.0,digital wallet,unknown,2023-11-10
527,TXN_8957369,salad,4.0,5.0,20.0,digital wallet,unknown,2023-10-18
528,TXN_9340653,smoothie,1.0,4.0,4.0,digital wallet,unknown,2023-10-19
529,TXN_2493446,sandwich,1.0,4.0,4.0,cash,takeaway,2023-05-19
530,TXN_4538354,juice,3.0,3.0,9.0,cash,takeaway,2023-04-21
531,TXN_7098730,cake,2.0,3.0,6.0,digital wallet,unknown,2023-11-10
532,TXN_7533411,cookie,1.0,1.0,1.0,digital wallet,in-store,2023-11-09
533,TXN_2690314,tea,5.0,1.5,7.5,cash,in-store,2023-08-10
534,TXN_8171171,coffee,1.0,2.0,2.0,unknown,takeaway,2023-05-13
536,TXN_2968827,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-09-14
537,TXN_4546375,unknown,1.0,5.0,5.0,credit card,unknown,2023-02-20
538,TXN_1387401,cookie,4.0,1.0,4.0,cash,in-store,2023-10-19
539,TXN_6727029,tea,2.0,1.5,3.0,unknown,takeaway,2023-07-07
540,TXN_3917193,juice,5.0,3.0,15.0,credit card,takeaway,2023-11-17
541,TXN_8518516,sandwich,4.0,4.0,16.0,unknown,unknown,2023-08-16
542,TXN_2062854,sandwich,4.0,4.0,16.0,digital wallet,takeaway,2023-12-01
543,TXN_4075863,smoothie,3.0,4.0,12.0,cash,takeaway,2023-05-21
544,TXN_5624860,tea,3.0,1.5,4.5,credit card,takeaway,2023-08-22
545,TXN_4621665,smoothie,5.0,4.0,20.0,unknown,unknown,2023-01-17
546,TXN_6669417,salad,5.0,5.0,25.0,unknown,takeaway,2023-01-03
547,TXN_7837381,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-07-17
548,TXN_1725926,juice,5.0,3.0,15.0,credit card,unknown,2023-12-23
549,TXN_3403173,salad,1.0,5.0,5.0,unknown,unknown,2023-06-24
550,TXN_4186681,unknown,4.0,1.5,6.0,digital wallet,unknown,2023-05-24
552,TXN_4059912,unknown,3.0,4.0,12.0,unknown,unknown,2023-04-21
553,TXN_3381656,cake,5.0,3.0,15.0,cash,takeaway,2023-10-26
554,TXN_9956154,cake,4.0,3.0,12.0,unknown,in-store,2023-05-11
555,TXN_7110444,unknown,4.0,5.0,20.0,cash,unknown,2023-12-07
556,TXN_6250692,sandwich,1.0,4.0,4.0,unknown,unknown,2023-09-01
557,TXN_1183995,salad,5.0,5.0,25.0,digital wallet,takeaway,2023-03-28
558,TXN_9452225,tea,1.0,1.5,1.5,unknown,in-store,2023-02-26
559,TXN_9113574,coffee,4.0,2.0,8.0,unknown,in-store,2023-01-04
560,TXN_5813015,cookie,5.0,1.0,5.0,digital wallet,unknown,2023-10-07
561,TXN_3213035,smoothie,4.0,4.0,16.0,unknown,in-store,2023-05-21
562,TXN_3789752,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-12-16
563,TXN_7578769,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-01-30
564,TXN_3515664,coffee,2.0,2.0,4.0,cash,takeaway,2023-09-25
565,TXN_6209258,juice,1.0,3.0,3.0,credit card,unknown,2023-03-06
566,TXN_8594004,cookie,4.0,1.0,4.0,credit card,unknown,2023-02-25
567,TXN_6422433,sandwich,5.0,4.0,20.0,digital wallet,takeaway,2023-05-09
568,TXN_2865033,coffee,2.0,2.0,4.0,cash,unknown,2023-08-03
569,TXN_5547519,salad,4.0,5.0,20.0,unknown,in-store,2023-05-13
570,TXN_2392263,salad,5.0,5.0,25.0,unknown,takeaway,2023-02-08
572,TXN_4669664,cookie,1.0,1.0,1.0,digital wallet,in-store,2023-12-21
573,TXN_9470612,cake,3.0,3.0,9.0,unknown,takeaway,2023-04-30
574,TXN_7507962,smoothie,4.0,4.0,16.0,unknown,unknown,2023-06-22
575,TXN_1109715,cake,1.0,3.0,3.0,unknown,in-store,2023-07-15
576,TXN_8320245,tea,3.0,1.5,4.5,unknown,takeaway,2023-04-09
577,TXN_5904646,smoothie,1.0,4.0,4.0,unknown,unknown,2023-03-26
578,TXN_4498526,smoothie,3.0,4.0,12.0,credit card,unknown,2023-06-20
580,TXN_5209585,tea,2.0,1.5,3.0,unknown,takeaway,2023-08-12
581,TXN_2213556,coffee,1.0,2.0,2.0,cash,in-store,2023-05-30
582,TXN_3826038,salad,1.0,5.0,5.0,cash,takeaway,2023-10-20
583,TXN_7596587,tea,3.0,1.5,4.5,credit card,unknown,2023-02-08
584,TXN_7380277,sandwich,4.0,4.0,16.0,digital wallet,takeaway,2023-04-24
585,TXN_1353479,smoothie,4.0,4.0,16.0,cash,unknown,2023-09-20
586,TXN_6054137,juice,3.0,3.0,9.0,unknown,in-store,2023-05-09
587,TXN_7609853,sandwich,1.0,4.0,4.0,digital wallet,in-store,2023-04-22
588,TXN_9266394,cookie,2.0,1.0,2.0,credit card,in-store,2023-07-12
589,TXN_5448157,unknown,3.0,1.0,3.0,credit card,unknown,2023-01-11
592,TXN_6152588,coffee,3.0,2.0,6.0,cash,takeaway,2023-11-21
593,TXN_6569656,unknown,5.0,1.0,5.0,cash,unknown,2023-02-28
594,TXN_2156206,smoothie,2.0,4.0,8.0,unknown,unknown,2023-02-04
595,TXN_3142258,salad,4.0,5.0,20.0,unknown,takeaway,2023-11-03
596,TXN_5739806,smoothie,3.0,4.0,12.0,credit card,in-store,2023-09-18
597,TXN_9228978,coffee,5.0,2.0,10.0,digital wallet,in-store,2023-02-09
598,TXN_5897205,cookie,1.0,1.0,1.0,unknown,in-store,2023-06-10
599,TXN_1556652,cake,5.0,3.0,15.0,digital wallet,unknown,2023-04-06
600,TXN_8608765,salad,4.0,5.0,20.0,credit card,unknown,2023-09-02
602,TXN_7353972,unknown,4.0,3.0,12.0,cash,in-store,2023-02-02
603,TXN_1124753,salad,4.0,5.0,20.0,digital wallet,in-store,2023-10-19
604,TXN_9410981,cookie,2.0,1.0,2.0,unknown,takeaway,2023-02-07
606,TXN_7611120,juice,2.0,3.0,6.0,cash,takeaway,2023-03-30
607,TXN_2106959,sandwich,5.0,4.0,20.0,digital wallet,unknown,2023-09-05
608,TXN_2237115,coffee,1.0,2.0,2.0,unknown,takeaway,2023-01-13
609,TXN_6836137,cake,4.0,3.0,12.0,unknown,in-store,2023-08-30
610,TXN_6316959,tea,2.0,1.5,3.0,cash,in-store,2023-11-10
611,TXN_2265984,cookie,5.0,1.0,5.0,credit card,takeaway,2023-10-18
612,TXN_6352917,salad,5.0,5.0,25.0,cash,unknown,2023-05-05
613,TXN_9564123,cake,4.0,3.0,12.0,credit card,unknown,2023-03-23
615,TXN_1123138,salad,1.0,5.0,5.0,cash,in-store,2023-02-10
616,TXN_9212503,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-10-08
617,TXN_1921262,sandwich,2.0,4.0,8.0,unknown,unknown,2023-11-24
618,TXN_1259824,cookie,5.0,1.0,5.0,digital wallet,takeaway,2023-04-29
620,TXN_2806243,salad,4.0,5.0,20.0,digital wallet,takeaway,2023-01-14
621,TXN_9759896,tea,4.0,1.5,6.0,unknown,unknown,2023-12-02
622,TXN_7560807,salad,2.0,5.0,10.0,credit card,unknown,2023-04-16
623,TXN_3286932,cookie,1.0,1.0,1.0,digital wallet,takeaway,2023-07-11
624,TXN_3481470,salad,4.0,5.0,20.0,credit card,in-store,2023-12-24
625,TXN_9907327,salad,2.0,5.0,10.0,credit card,unknown,2023-10-07
626,TXN_3469469,cookie,1.0,1.0,1.0,digital wallet,in-store,2023-10-25
627,TXN_2681833,unknown,3.0,1.0,3.0,digital wallet,in-store,2023-10-05
628,TXN_3179966,tea,2.0,1.5,3.0,digital wallet,unknown,2023-05-27
629,TXN_9289174,cake,4.0,3.0,12.0,digital wallet,in-store,2023-12-30
630,TXN_3629351,cake,1.0,3.0,3.0,digital wallet,unknown,2023-07-21
631,TXN_3142836,cake,2.0,3.0,6.0,cash,unknown,2023-11-01
632,TXN_4998786,cake,5.0,3.0,15.0,credit card,takeaway,2023-10-25
633,TXN_7228816,salad,1.0,5.0,5.0,unknown,in-store,2023-04-21
634,TXN_6904590,coffee,4.0,2.0,8.0,credit card,unknown,2023-02-19
635,TXN_2126408,cookie,3.0,1.0,3.0,cash,takeaway,2023-10-19
636,TXN_8664315,salad,2.0,5.0,10.0,cash,unknown,2023-08-14
637,TXN_8958593,juice,5.0,3.0,15.0,digital wallet,in-store,2023-07-08
638,TXN_2383598,sandwich,2.0,4.0,8.0,digital wallet,in-store,2023-09-19
639,TXN_2211685,smoothie,1.0,4.0,4.0,credit card,in-store,2023-06-06
640,TXN_1503602,tea,5.0,1.5,7.5,digital wallet,unknown,2023-12-16
642,TXN_8716752,juice,1.0,3.0,3.0,unknown,in-store,2023-12-05
643,TXN_4266787,juice,4.0,3.0,12.0,credit card,takeaway,2023-01-12
644,TXN_5933480,sandwich,3.0,4.0,12.0,digital wallet,in-store,2023-09-04
645,TXN_8255965,juice,2.0,3.0,6.0,unknown,in-store,2023-11-16
646,TXN_4364091,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-04-14
647,TXN_9203920,unknown,4.0,3.0,12.0,unknown,takeaway,2023-11-01
648,TXN_8964812,salad,4.0,5.0,20.0,digital wallet,unknown,2023-10-14
649,TXN_6721531,tea,4.0,1.5,6.0,unknown,in-store,2023-03-06
650,TXN_5447508,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-06-28
651,TXN_5686113,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-09-09
652,TXN_9239779,salad,1.0,5.0,5.0,cash,unknown,2023-01-09
653,TXN_9265319,salad,3.0,5.0,15.0,cash,unknown,2023-11-15
654,TXN_9265313,cake,3.0,3.0,9.0,unknown,in-store,2023-10-01
655,TXN_3397609,smoothie,2.0,4.0,8.0,digital wallet,in-store,2023-07-22
656,TXN_9347203,sandwich,5.0,4.0,20.0,cash,in-store,2023-04-15
657,TXN_2132186,salad,1.0,5.0,5.0,credit card,unknown,2023-02-01
658,TXN_3383926,cake,3.0,3.0,9.0,cash,takeaway,2023-07-08
659,TXN_6905718,salad,5.0,5.0,25.0,credit card,in-store,2023-02-20
660,TXN_3130548,cookie,4.0,1.0,4.0,unknown,takeaway,2023-08-21
661,TXN_9356512,salad,3.0,5.0,15.0,credit card,unknown,2023-06-06
662,TXN_7993951,tea,2.0,1.5,3.0,digital wallet,takeaway,2023-12-14
663,TXN_6362093,unknown,3.0,2.0,6.0,unknown,unknown,2023-03-19
664,TXN_4876440,cookie,3.0,1.0,3.0,unknown,takeaway,2023-07-01
665,TXN_9323513,cake,3.0,3.0,9.0,unknown,takeaway,2023-05-04
666,TXN_9097641,cake,4.0,3.0,12.0,cash,takeaway,2023-12-16
667,TXN_1775884,juice,4.0,3.0,12.0,cash,unknown,2023-10-08
668,TXN_8536115,cake,1.0,3.0,3.0,credit card,takeaway,2023-07-11
669,TXN_8032010,tea,1.0,1.5,1.5,cash,unknown,2023-06-14
670,TXN_2915281,cookie,1.0,1.0,1.0,digital wallet,in-store,2023-07-01
671,TXN_3468006,smoothie,3.0,4.0,12.0,credit card,takeaway,2023-07-28
672,TXN_7604541,juice,4.0,3.0,12.0,credit card,in-store,2023-04-16
673,TXN_7806146,cake,3.0,3.0,9.0,digital wallet,in-store,2023-01-30
674,TXN_9238689,cake,1.0,3.0,3.0,digital wallet,in-store,2023-03-09
675,TXN_2601689,salad,4.0,5.0,20.0,digital wallet,takeaway,2023-01-14
676,TXN_6428182,cake,5.0,3.0,15.0,cash,in-store,2023-11-10
677,TXN_6830557,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-11-08
678,TXN_6371264,smoothie,5.0,4.0,20.0,cash,takeaway,2023-02-27
679,TXN_4663299,unknown,4.0,4.0,16.0,digital wallet,in-store,2023-12-26
680,TXN_9236713,cookie,5.0,1.0,5.0,cash,in-store,2023-09-13
681,TXN_1079239,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-02-08
682,TXN_4690833,cake,1.0,3.0,3.0,cash,takeaway,2023-05-23
683,TXN_7946489,juice,1.0,3.0,3.0,cash,takeaway,2023-09-11
684,TXN_8661288,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-01-27
685,TXN_7187207,coffee,5.0,2.0,10.0,cash,unknown,2023-02-18
686,TXN_4679409,unknown,1.0,2.0,2.0,unknown,in-store,2023-03-25
687,TXN_2866147,juice,2.0,3.0,6.0,unknown,takeaway,2023-08-28
688,TXN_5637677,unknown,2.0,3.0,6.0,digital wallet,takeaway,2023-08-24
689,TXN_7444541,salad,2.0,5.0,10.0,cash,unknown,2023-11-29
690,TXN_6046604,cookie,5.0,1.0,5.0,credit card,unknown,2023-06-29
691,TXN_6111710,salad,3.0,5.0,15.0,credit card,in-store,2023-06-18
692,TXN_5476465,cake,4.0,3.0,12.0,cash,in-store,2023-06-23
693,TXN_1773873,salad,5.0,5.0,25.0,credit card,takeaway,2023-06-10
694,TXN_7688650,tea,2.0,1.5,3.0,unknown,unknown,2023-10-26
695,TXN_4570711,sandwich,4.0,4.0,16.0,credit card,in-store,2023-12-11
696,TXN_5242469,coffee,4.0,2.0,8.0,credit card,takeaway,2023-04-01
697,TXN_2977414,cake,4.0,3.0,12.0,unknown,unknown,2023-06-09
698,TXN_8938144,coffee,2.0,2.0,4.0,credit card,unknown,2023-01-27
699,TXN_6434414,unknown,1.0,2.0,2.0,digital wallet,takeaway,2023-03-10
700,TXN_1655100,cake,4.0,3.0,12.0,credit card,takeaway,2023-12-20
701,TXN_1526864,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-01-27
702,TXN_1279428,salad,1.0,5.0,5.0,digital wallet,unknown,2023-03-02
703,TXN_9866728,juice,1.0,3.0,3.0,cash,in-store,2023-10-26
704,TXN_1706201,coffee,3.0,2.0,6.0,credit card,in-store,2023-08-23
705,TXN_2498488,smoothie,2.0,4.0,8.0,digital wallet,takeaway,2023-12-06
706,TXN_5387067,salad,3.0,5.0,15.0,credit card,unknown,2023-06-11
707,TXN_4431179,sandwich,3.0,4.0,12.0,digital wallet,takeaway,2023-08-13
708,TXN_5051924,tea,5.0,1.5,7.5,unknown,unknown,2023-05-23
709,TXN_9033890,salad,1.0,5.0,5.0,unknown,takeaway,2023-08-05
710,TXN_1777959,tea,5.0,1.5,7.5,unknown,takeaway,2023-10-18
711,TXN_3574059,cake,1.0,3.0,3.0,unknown,unknown,2023-01-18
712,TXN_8386792,coffee,3.0,2.0,6.0,unknown,in-store,2023-10-05
713,TXN_2108894,sandwich,4.0,4.0,16.0,credit card,in-store,2023-10-30
714,TXN_6347472,tea,1.0,1.5,1.5,digital wallet,in-store,2023-03-22
715,TXN_8699110,salad,3.0,5.0,15.0,unknown,takeaway,2023-10-11
716,TXN_7188412,sandwich,1.0,4.0,4.0,unknown,takeaway,2023-08-08
717,TXN_6178152,unknown,5.0,1.5,7.5,unknown,unknown,2023-12-26
